Age,Occupation,City_Tier,penghasilan_bulanan,pengeluaran_tetap,pengeluaran_variabel,total_pengeluaran,punya_tabungan,jumlah_tabungan_bulan,punya_investasi,jenis_investasi,tujuan_keuangan,toleransi_rugi,tanggungan_keluarga,dti_ratio,saving_rate,disposable_ratio,expense_ratio,ceamis_score,SAVEHABIT,SELFCONTROL_1,SCFHORIZON,FINGOALS,toleransi_rugi_enc,tujuan_keuangan_enc,inv_deposito,inv_deposito_obligasi,inv_saham_obligasi,inv_saham_reksa_dana,inv_tidak_ada,occ_Professional,occ_Retired,occ_Self_Employed,occ_Student,risk_label,risk_label_enc
42,Self_Employed,Tier_1,2309002.0,1072406.0,745185.0,1817591.0,1,0.51,0,tidak_ada,darurat,sedang,1,0.0,0.0668,0.2128,0.7872,0.4766,3,2,3,1,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
42,Professional,Tier_2,7767940.0,3122449.0,2149127.0,5271576.0,1,1.16,1,saham_reksa_dana,beli_aset,tinggi,4,0.0,0.1318,0.3214,0.6786,0.5265,5,2,5,1,2,2,False,False,False,True,False,True,False,False,False,Agresif,2
31,Self_Employed,Tier_2,10736175.0,5329174.0,3249004.0,8578178.0,1,1.08,1,saham_obligasi,bebas_finansial,sedang,3,0.1448,0.1434,0.201,0.799,0.4425,4,1,3,1,1,3,False,False,True,False,False,False,False,True,False,Konservatif,0
62,Self_Employed,Tier_1,4121609.0,1832550.0,1497033.0,3329583.0,1,0.74,0,tidak_ada,pensiun,sedang,3,0.0,0.0991,0.1922,0.8078,0.4827,3,1,1,1,1,1,False,False,False,False,True,False,False,True,False,Konservatif,0
61,Self_Employed,Tier_3,2112228.0,922805.0,697992.0,1620797.0,1,0.42,0,tidak_ada,darurat,sedang,1,0.0882,0.0538,0.2327,0.7673,0.4417,4,3,5,0,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
55,Retired,Tier_1,5593804.0,3357988.0,1912469.0,5270457.0,1,0.37,0,tidak_ada,pensiun,rendah,3,0.1354,0.0578,0.0578,0.9422,0.3805,4,3,2,1,0,1,False,False,False,False,True,False,True,False,False,Konservatif,0
53,Student,Tier_2,15447354.0,5509762.0,4752711.0,10262473.0,1,1.1,1,saham_obligasi,darurat,sedang,1,0.0,0.1222,0.3356,0.6644,0.5267,1,2,3,1,1,0,False,False,True,False,False,False,False,False,True,Moderat,1
41,Retired,Tier_1,14234801.0,5350500.0,4507030.0,9857530.0,1,0.89,1,deposito_obligasi,pensiun,tinggi,0,0.0,0.103,0.3075,0.6925,0.5129,4,2,4,0,2,1,False,True,False,False,False,False,True,False,False,Agresif,2
58,Student,Tier_3,4104988.0,1204895.0,1292455.0,2497350.0,1,0.66,0,tidak_ada,darurat,sedang,1,0.0,0.0666,0.3916,0.6084,0.5212,5,2,1,1,1,0,False,False,False,False,True,False,False,False,True,Moderat,1
56,Student,Tier_1,2071923.0,831524.0,678323.0,1509847.0,1,0.57,0,tidak_ada,darurat,sedang,0,0.0,0.0689,0.2713,0.7287,0.4919,3,2,3,1,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
56,Self_Employed,Tier_3,4095962.0,1609430.0,1208779.0,2818209.0,1,0.86,0,tidak_ada,pensiun,sedang,4,0.0957,0.0991,0.312,0.688,0.4744,6,1,2,1,1,1,False,False,False,False,True,False,False,True,False,Konservatif,0
30,Self_Employed,Tier_2,3975551.0,1233686.0,1385996.0,2619682.0,1,0.84,0,tidak_ada,darurat,sedang,0,0.0,0.0921,0.3411,0.6589,0.5175,6,2,3,1,1,0,False,False,False,False,True,False,False,True,False,Moderat,1
19,Professional,Tier_1,8265605.0,4580127.0,2605203.0,7185330.0,1,0.84,1,saham_reksa_dana,darurat,sedang,2,0.0735,0.1216,0.1307,0.8693,0.4458,5,4,2,1,1,0,False,False,False,True,False,True,False,False,False,Konservatif,0
51,Retired,Tier_2,5317186.0,1794090.0,1827545.0,3621635.0,1,0.81,0,tidak_ada,pensiun,sedang,3,0.0,0.0918,0.3189,0.6811,0.5119,5,2,1,0,1,1,False,False,False,False,True,False,True,False,False,Moderat,1
32,Professional,Tier_3,3165573.0,765116.0,1001549.0,1766665.0,1,0.73,0,tidak_ada,darurat,sedang,0,0.0,0.0675,0.4419,0.5581,0.5341,1,2,2,0,1,0,False,False,False,False,True,True,False,False,False,Moderat,1
19,Student,Tier_2,13990184.0,7283500.0,4105294.0,11388794.0,1,1.04,0,tidak_ada,darurat,sedang,2,0.1521,0.1415,0.1859,0.8141,0.4352,6,1,3,1,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
42,Retired,Tier_1,6470712.0,4034201.0,1941656.0,5975857.0,1,0.47,0,tidak_ada,pensiun,rendah,2,0.1753,0.0728,0.0765,0.9235,0.3745,4,2,2,1,0,1,False,False,False,False,True,False,True,False,False,Konservatif,0
22,Retired,Tier_1,8192983.0,3751695.0,3042455.0,6794150.0,1,1.01,1,deposito_obligasi,darurat,sedang,3,0.0,0.1393,0.1707,0.8293,0.4914,5,3,4,0,1,0,False,True,False,False,False,False,True,False,False,Konservatif,0
51,Professional,Tier_1,1454929.0,735340.0,447396.0,1182736.0,1,0.58,0,tidak_ada,darurat,sedang,1,0.073,0.0792,0.1871,0.8129,0.4453,4,2,4,1,1,0,False,False,False,False,True,True,False,False,False,Konservatif,0
56,Retired,Tier_1,831548.0,404275.0,259277.0,663552.0,1,0.73,0,tidak_ada,darurat,sedang,2,0.0,0.0977,0.202,0.798,0.4847,1,1,1,0,1,0,False,False,False,False,True,False,True,False,False,Konservatif,0
22,Self_Employed,Tier_2,1831085.0,573270.0,578949.0,1152219.0,1,0.89,0,tidak_ada,darurat,sedang,0,0.0,0.0932,0.3707,0.6293,0.5253,4,3,3,0,1,0,False,False,False,False,True,False,False,True,False,Moderat,1
60,Self_Employed,Tier_2,3937361.0,1508304.0,1082078.0,2590382.0,1,0.61,0,tidak_ada,pensiun,sedang,3,0.0,0.0668,0.3421,0.6579,0.5089,6,3,4,0,1,1,False,False,False,False,True,False,False,True,False,Moderat,1
25,Self_Employed,Tier_2,9170853.0,4449259.0,3012554.0,7461813.0,1,0.88,1,deposito,darurat,sedang,0,0.1832,0.12,0.1864,0.8136,0.4153,6,2,5,0,1,0,True,False,False,False,False,False,False,True,False,Konservatif,0
31,Student,Tier_2,887939.0,302324.0,269498.0,571822.0,1,0.58,0,tidak_ada,darurat,sedang,1,0.0,0.0627,0.356,0.644,0.5109,3,4,3,1,1,0,False,False,False,False,True,False,False,False,True,Moderat,1
46,Professional,Tier_2,20681243.0,7761360.0,6243051.0,14004411.0,1,1.92,1,saham_obligasi,bebas_finansial,sedang,3,0.0,0.2162,0.3228,0.6772,0.5564,3,1,2,1,1,3,False,False,True,False,False,True,False,False,False,Moderat,1
47,Self_Employed,Tier_3,6628631.0,2298773.0,2053157.0,4351930.0,1,0.65,0,tidak_ada,beli_aset,sedang,2,0.0,0.0712,0.3435,0.6565,0.5108,3,2,3,1,1,2,False,False,False,False,True,False,False,True,False,Moderat,1
54,Student,Tier_2,17170306.0,5050001.0,6352594.0,11402595.0,1,1.0,1,saham_obligasi,darurat,sedang,0,0.0,0.1109,0.3359,0.6641,0.5228,3,2,4,1,1,0,False,False,True,False,False,False,False,False,True,Moderat,1
21,Student,Tier_3,2846726.0,725176.0,790402.0,1515578.0,1,0.92,0,tidak_ada,darurat,sedang,0,0.0,0.0818,0.4676,0.5324,0.5455,3,3,3,0,1,0,False,False,False,False,True,False,False,False,True,Moderat,1
52,Professional,Tier_2,8654102.0,3349578.0,2706078.0,6055656.0,1,1.05,1,saham_reksa_dana,pensiun,sedang,2,0.0,0.1223,0.3003,0.6997,0.5179,4,2,2,1,1,1,False,False,False,True,False,True,False,False,False,Moderat,1
24,Self_Employed,Tier_1,6191035.0,3824895.0,1877486.0,5702381.0,1,0.51,0,tidak_ada,darurat,rendah,2,0.1398,0.0789,0.0789,0.9211,0.3914,5,2,5,1,0,0,False,False,False,False,True,False,False,True,False,Konservatif,0
43,Retired,Tier_3,11123884.0,3949659.0,3614095.0,7563754.0,1,1.06,0,tidak_ada,pensiun,tinggi,1,0.0,0.1204,0.32,0.68,0.5221,4,2,5,1,2,1,False,False,False,False,True,False,True,False,False,Moderat,1
49,Student,Tier_2,4796624.0,1696932.0,1325919.0,3022851.0,1,0.55,0,tidak_ada,darurat,sedang,1,0.0,0.0582,0.3698,0.6302,0.5128,1,3,3,1,1,0,False,False,False,False,True,False,False,False,True,Moderat,1
60,Retired,Tier_2,8444520.0,2713134.0,3052068.0,5765202.0,1,1.16,0,tidak_ada,pensiun,sedang,2,0.0,0.1325,0.3173,0.6827,0.5257,5,1,5,0,1,1,False,False,False,False,True,False,True,False,False,Moderat,1
50,Student,Tier_2,13967061.0,5492865.0,4093210.0,9586075.0,1,1.04,1,saham_obligasi,darurat,sedang,3,0.0,0.1185,0.3137,0.6863,0.5199,6,3,3,0,1,0,False,False,True,False,False,False,False,False,True,Moderat,1
41,Self_Employed,Tier_1,3434957.0,2185166.0,1075376.0,3260542.0,1,0.32,0,tidak_ada,beli_aset,rendah,2,0.166,0.0508,0.0508,0.9492,0.3641,6,2,2,1,0,2,False,False,False,False,True,False,False,True,False,Konservatif,0
18,Student,Tier_1,7019843.0,4440608.0,2352027.0,6792635.0,1,0.2,0,tidak_ada,darurat,rendah,2,0.154,0.0324,0.0324,0.9676,0.3578,5,1,5,1,0,0,False,False,False,False,True,False,False,False,True,Konservatif,0
46,Student,Tier_3,1277182.0,415106.0,370111.0,785217.0,1,0.81,0,tidak_ada,darurat,sedang,4,0.0,0.0828,0.3852,0.6148,0.5253,3,2,4,0,1,0,False,False,False,False,True,False,False,False,True,Moderat,1
62,Professional,Tier_3,10144665.0,3128923.0,3525145.0,6654068.0,1,0.95,0,tidak_ada,pensiun,sedang,3,0.0,0.1035,0.3441,0.6559,0.5222,4,2,4,1,1,1,False,False,False,False,True,True,False,False,False,Moderat,1
55,Professional,Tier_2,27623740.0,10705210.0,10039155.0,20744365.0,1,1.72,1,saham_obligasi,pensiun,sedang,3,0.0,0.2159,0.249,0.751,0.5378,5,1,3,1,1,1,False,False,True,False,False,True,False,False,False,Moderat,1
55,Retired,Tier_2,2136986.0,763059.0,680646.0,1443705.0,1,0.49,0,tidak_ada,darurat,sedang,1,0.0,0.0548,0.3244,0.6756,0.5003,2,1,2,1,1,0,False,False,False,False,True,False,True,False,False,Konservatif,0
38,Professional,Tier_2,5375440.0,1936551.0,1629968.0,3566519.0,1,0.69,0,tidak_ada,beli_aset,sedang,1,0.0,0.0763,0.3365,0.6635,0.5108,5,2,5,0,1,2,False,False,False,False,True,True,False,False,False,Moderat,1
40,Professional,Tier_2,11696978.0,6672998.0,3289430.0,9962428.0,1,0.71,1,saham_obligasi,bebas_finansial,sedang,1,0.1825,0.1003,0.1483,0.8517,0.3992,5,2,5,1,1,3,False,False,True,False,False,True,False,False,False,Konservatif,0
63,Retired,Tier_2,5930328.0,1721933.0,2062992.0,3784925.0,1,0.71,0,tidak_ada,pensiun,sedang,0,0.0,0.0753,0.3618,0.6382,0.5168,4,3,3,1,1,1,False,False,False,False,True,False,True,False,False,Moderat,1
22,Retired,Tier_2,6599706.0,2680435.0,2251838.0,4932273.0,1,0.76,0,tidak_ada,darurat,sedang,3,0.059,0.0941,0.2527,0.7473,0.4725,4,1,5,1,1,0,False,False,False,False,True,False,True,False,False,Konservatif,0
47,Professional,Tier_2,4229763.0,2424955.0,1389334.0,3814289.0,1,0.5,0,tidak_ada,beli_aset,rendah,4,0.198,0.075,0.0982,0.9018,0.3716,3,3,2,1,0,2,False,False,False,False,True,True,False,False,False,Konservatif,0
57,Self_Employed,Tier_1,4105895.0,2611270.0,1438250.0,4049520.0,1,0.08,0,tidak_ada,pensiun,rendah,1,0.182,0.0137,0.0137,0.9863,0.3354,2,2,2,0,0,1,False,False,False,False,True,False,False,True,False,Konservatif,0
35,Student,Tier_2,5395634.0,2079088.0,1644021.0,3723109.0,1,0.72,0,tidak_ada,darurat,sedang,1,0.0,0.0833,0.31,0.69,0.5067,2,2,4,1,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
23,Self_Employed,Tier_2,5979175.0,2294914.0,1785984.0,4080898.0,1,0.54,0,tidak_ada,darurat,sedang,1,0.0,0.0613,0.3175,0.6825,0.5008,5,2,4,0,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
22,Self_Employed,Tier_2,2247442.0,878605.0,678732.0,1557337.0,1,0.67,0,tidak_ada,darurat,sedang,1,0.0565,0.0775,0.3071,0.6929,0.4813,6,3,1,0,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
59,Professional,Tier_1,5485608.0,2875801.0,1690021.0,4565822.0,1,0.38,0,tidak_ada,pensiun,sedang,1,0.0879,0.0531,0.1677,0.8323,0.4254,5,1,3,1,1,1,False,False,False,False,True,True,False,False,False,Konservatif,0
35,Self_Employed,Tier_2,20282788.0,6324376.0,7213381.0,13537757.0,1,1.86,1,saham_obligasi,bebas_finansial,tinggi,0,0.0,0.2064,0.3325,0.6675,0.5554,4,1,3,1,2,3,False,False,True,False,False,False,False,True,False,Agresif,2
30,Student,Tier_1,4135625.0,1876202.0,1266146.0,3142348.0,1,0.72,0,tidak_ada,darurat,sedang,4,0.0,0.0918,0.2402,0.7598,0.4922,6,4,3,1,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
37,Self_Employed,Tier_3,2149298.0,669078.0,687884.0,1356962.0,1,0.72,0,tidak_ada,darurat,sedang,3,0.0,0.0762,0.3687,0.6314,0.5188,2,3,3,1,1,0,False,False,False,False,True,False,False,True,False,Moderat,1
55,Retired,Tier_1,5123371.0,3170461.0,1569008.0,4739469.0,1,0.38,0,tidak_ada,pensiun,rendah,4,0.1303,0.059,0.0749,0.9251,0.3873,3,3,3,1,0,1,False,False,False,False,True,False,True,False,False,Konservatif,0
38,Self_Employed,Tier_2,3264985.0,1303492.0,1008860.0,2312352.0,1,0.66,0,tidak_ada,darurat,sedang,2,0.0,0.078,0.2918,0.7082,0.5002,1,2,2,1,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
21,Professional,Tier_3,1982328.0,940284.0,643357.0,1583641.0,1,0.64,0,tidak_ada,darurat,sedang,3,0.1784,0.0858,0.2011,0.7989,0.4089,5,2,1,0,1,0,False,False,False,False,True,True,False,False,False,Konservatif,0
30,Self_Employed,Tier_3,6464206.0,2268601.0,2149357.0,4417958.0,1,0.77,0,tidak_ada,beli_aset,sedang,1,0.0,0.0873,0.3166,0.6834,0.5097,2,2,2,0,1,2,False,False,False,False,True,False,False,True,False,Moderat,1
35,Self_Employed,Tier_2,3276317.0,1159906.0,1080298.0,2240204.0,1,0.45,0,tidak_ada,darurat,sedang,2,0.0,0.0518,0.3162,0.6838,0.4972,4,3,4,0,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
30,Retired,Tier_1,3508449.0,1738331.0,1069878.0,2808209.0,1,0.38,0,tidak_ada,pensiun,sedang,2,0.0,0.0504,0.1996,0.8004,0.4675,5,3,4,1,1,1,False,False,False,False,True,False,True,False,False,Konservatif,0
30,Professional,Tier_2,6538367.0,2129419.0,2218965.0,4348384.0,1,0.72,0,tidak_ada,beli_aset,sedang,2,0.0,0.0799,0.3349,0.6651,0.5117,6,1,4,1,1,2,False,False,False,False,True,True,False,False,False,Moderat,1
56,Student,Tier_1,1696226.0,812103.0,489628.0,1301731.0,1,0.66,0,tidak_ada,darurat,sedang,2,0.0,0.0843,0.2326,0.7674,0.4877,4,1,3,0,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
54,Professional,Tier_1,1435753.0,786868.0,413356.0,1200224.0,1,0.68,0,tidak_ada,darurat,sedang,1,0.0968,0.0949,0.164,0.836,0.4355,4,2,2,0,1,0,False,False,False,False,True,True,False,False,False,Konservatif,0
52,Professional,Tier_3,9891178.0,3071965.0,3389943.0,6461908.0,1,1.22,1,saham_reksa_dana,pensiun,sedang,2,0.0,0.1327,0.3467,0.6533,0.5331,4,3,2,1,1,1,False,False,False,True,False,True,False,False,False,Moderat,1
55,Self_Employed,Tier_1,1234022.0,701479.0,329481.0,1030960.0,1,0.66,0,tidak_ada,darurat,sedang,4,0.0575,0.092,0.1646,0.8354,0.4504,1,1,4,1,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
57,Professional,Tier_2,2647467.0,999223.0,927783.0,1927006.0,1,0.63,0,tidak_ada,darurat,sedang,1,0.0,0.077,0.2721,0.7279,0.495,2,2,4,1,1,0,False,False,False,False,True,True,False,False,False,Konservatif,0
44,Professional,Tier_2,1370361.0,511895.0,442130.0,954025.0,1,0.68,0,tidak_ada,darurat,sedang,2,0.0,0.0787,0.3038,0.6962,0.5035,6,1,1,1,1,0,False,False,False,False,True,True,False,False,False,Konservatif,0
43,Student,Tier_1,3919783.0,2642878.0,1159496.0,3802374.0,1,0.19,0,tidak_ada,darurat,rendah,2,0.167,0.03,0.03,0.97,0.3512,5,2,2,1,0,0,False,False,False,False,True,False,False,False,True,Konservatif,0
29,Self_Employed,Tier_3,8144904.0,2607801.0,2646973.0,5254774.0,1,1.24,1,deposito,darurat,tinggi,4,0.0,0.1333,0.3548,0.6452,0.5354,6,2,3,1,2,0,True,False,False,False,False,False,False,True,False,Agresif,2
19,Student,Tier_2,6326935.0,2623434.0,1814374.0,4437808.0,1,0.83,0,tidak_ada,darurat,sedang,0,0.1151,0.0973,0.2986,0.7014,0.4627,3,3,3,1,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
60,Student,Tier_2,39190886.0,18465287.0,11849838.0,30315125.0,1,1.17,1,saham_obligasi,darurat,sedang,0,0.1642,0.1502,0.2265,0.7735,0.4435,5,2,5,0,1,0,False,False,True,False,False,False,False,False,True,Konservatif,0
37,Professional,Tier_1,13797370.0,6488475.0,3773218.0,10261693.0,1,0.91,0,tidak_ada,bebas_finansial,sedang,4,0.0,0.1134,0.2563,0.7437,0.5038,4,1,4,0,1,3,False,False,False,False,True,True,False,False,False,Konservatif,0
52,Student,Tier_2,2745654.0,1049153.0,877249.0,1926402.0,1,0.43,0,tidak_ada,darurat,sedang,0,0.0988,0.0504,0.2984,0.7016,0.4527,3,2,2,1,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
27,Retired,Tier_2,2219543.0,1127194.0,715805.0,1842999.0,1,0.69,0,tidak_ada,darurat,sedang,3,0.1728,0.096,0.1696,0.8304,0.4069,1,2,1,0,1,0,False,False,False,False,True,False,True,False,False,Konservatif,0
25,Student,Tier_3,50415358.0,16656322.0,14912790.0,31569112.0,1,1.73,1,saham_obligasi,darurat,tinggi,3,0.0,0.1802,0.3738,0.6262,0.5565,3,2,3,0,2,0,False,False,True,False,False,False,False,False,True,Agresif,2
57,Professional,Tier_2,13531267.0,5134429.0,4447554.0,9581983.0,1,1.07,0,tidak_ada,pensiun,sedang,3,0.0,0.1263,0.2919,0.7081,0.5172,3,1,2,1,1,1,False,False,False,False,True,True,False,False,False,Moderat,1
63,Professional,Tier_2,9266828.0,2750952.0,2824834.0,5575786.0,1,1.47,1,saham_reksa_dana,pensiun,sedang,0,0.0,0.1471,0.3983,0.6017,0.5511,5,2,4,1,1,1,False,False,False,True,False,True,False,False,False,Moderat,1
53,Self_Employed,Tier_1,6140014.0,3651733.0,1941411.0,5593144.0,1,0.41,0,tidak_ada,pensiun,rendah,3,0.1042,0.0615,0.0891,0.9109,0.4021,4,2,4,1,0,1,False,False,False,False,True,False,False,True,False,Konservatif,0
48,Professional,Tier_2,7197709.0,2513540.0,2439361.0,4952901.0,1,0.45,0,tidak_ada,beli_aset,sedang,3,0.0,0.052,0.3119,0.6881,0.4962,5,2,5,1,1,2,False,False,False,False,True,True,False,False,False,Konservatif,0
32,Professional,Tier_2,1767007.0,484584.0,572774.0,1057358.0,1,0.58,0,tidak_ada,darurat,sedang,0,0.0,0.0579,0.4016,0.5984,0.5207,1,3,2,0,1,0,False,False,False,False,True,True,False,False,False,Moderat,1
59,Retired,Tier_2,6557286.0,2387296.0,2195729.0,4583025.0,1,0.5,0,tidak_ada,pensiun,sedang,4,0.0,0.0582,0.3011,0.6989,0.4956,2,2,4,1,1,1,False,False,False,False,True,False,True,False,False,Konservatif,0
35,Professional,Tier_2,6122256.0,2098847.0,1946720.0,4045567.0,1,0.77,0,tidak_ada,beli_aset,sedang,1,0.0,0.0851,0.3392,0.6608,0.5146,3,2,2,1,1,2,False,False,False,False,True,True,False,False,False,Moderat,1
32,Self_Employed,Tier_3,2805648.0,841538.0,950249.0,1791787.0,1,0.74,0,tidak_ada,darurat,sedang,3,0.0,0.079,0.3614,0.6386,0.518,1,1,2,1,1,0,False,False,False,False,True,False,False,True,False,Moderat,1
36,Student,Tier_1,3758892.0,1485216.0,1228211.0,2713427.0,1,0.51,0,tidak_ada,darurat,sedang,0,0.0,0.0616,0.2781,0.7219,0.4911,4,1,3,1,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
41,Professional,Tier_2,19435215.0,7098416.0,5571539.0,12669955.0,1,1.99,1,saham_obligasi,bebas_finansial,tinggi,1,0.0,0.2167,0.3481,0.6519,0.5629,6,3,4,1,2,3,False,False,True,False,False,True,False,False,False,Agresif,2
52,Self_Employed,Tier_3,5232063.0,1616126.0,1412239.0,3028365.0,1,0.73,0,tidak_ada,pensiun,sedang,1,0.0,0.0708,0.4212,0.5788,0.5301,3,2,3,1,1,1,False,False,False,False,True,False,False,True,False,Moderat,1
19,Professional,Tier_2,30322273.0,15456801.0,9139392.0,24596193.0,1,1.4,1,saham_obligasi,darurat,sedang,2,0.1215,0.1888,0.1888,0.8112,0.4647,4,2,2,1,1,0,False,False,True,False,False,True,False,False,False,Konservatif,0
30,Student,Tier_2,1436776.0,503464.0,492648.0,996112.0,1,0.79,0,tidak_ada,darurat,sedang,1,0.0,0.0911,0.3067,0.6933,0.5086,3,2,1,1,1,0,False,False,False,False,True,False,False,False,True,Moderat,1
62,Student,Tier_2,3808523.0,2070156.0,1057396.0,3127552.0,1,0.51,0,tidak_ada,darurat,sedang,3,0.1906,0.0696,0.1788,0.8212,0.3928,5,2,5,0,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
26,Professional,Tier_3,1677195.0,577260.0,566138.0,1143398.0,1,0.81,0,tidak_ada,darurat,sedang,4,0.0,0.0917,0.3183,0.6817,0.5117,4,3,1,1,1,0,False,False,False,False,True,True,False,False,False,Moderat,1
52,Professional,Tier_3,2197692.0,843875.0,805838.0,1649713.0,1,0.75,0,tidak_ada,darurat,sedang,3,0.0722,0.0941,0.2493,0.7507,0.4664,6,1,5,0,1,0,False,False,False,False,True,True,False,False,False,Konservatif,0
19,Self_Employed,Tier_1,2981364.0,1419346.0,945406.0,2364752.0,1,0.51,0,tidak_ada,darurat,sedang,2,0.0,0.0669,0.2068,0.7932,0.4751,1,1,2,1,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
63,Student,Tier_3,7442399.0,3342058.0,2244046.0,5586104.0,1,0.63,0,tidak_ada,darurat,sedang,1,0.1373,0.0787,0.2494,0.7506,0.435,4,1,2,1,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
33,Professional,Tier_2,7159259.0,3963818.0,2072520.0,6036338.0,1,0.44,0,tidak_ada,beli_aset,sedang,2,0.1721,0.0612,0.1568,0.8432,0.3918,5,3,2,1,1,2,False,False,False,False,True,True,False,False,False,Konservatif,0
63,Professional,Tier_2,3358563.0,1783750.0,1239620.0,3023370.0,1,0.36,0,tidak_ada,darurat,rendah,3,0.1537,0.0541,0.0998,0.9002,0.3824,2,1,4,1,0,0,False,False,False,False,True,True,False,False,False,Konservatif,0
53,Professional,Tier_3,973075.0,442918.0,307856.0,750774.0,1,0.44,0,tidak_ada,darurat,sedang,3,0.114,0.0569,0.2285,0.7715,0.4314,3,1,4,1,1,0,False,False,False,False,True,True,False,False,False,Konservatif,0
19,Professional,Tier_3,18861066.0,9454155.0,5898421.0,15352576.0,1,0.94,1,saham_obligasi,darurat,sedang,3,0.1704,0.1281,0.186,0.814,0.4232,6,2,5,0,1,0,False,False,True,False,False,True,False,False,False,Konservatif,0
33,Self_Employed,Tier_2,4601276.0,2366135.0,1474111.0,3840246.0,1,0.71,0,tidak_ada,beli_aset,sedang,4,0.1219,0.0985,0.1654,0.8346,0.4271,4,2,5,1,1,2,False,False,False,False,True,False,False,True,False,Konservatif,0
25,Retired,Tier_2,2367687.0,826755.0,675419.0,1502174.0,1,0.85,0,tidak_ada,darurat,sedang,3,0.0,0.0896,0.3656,0.6344,0.5228,5,4,3,1,1,0,False,False,False,False,True,False,True,False,False,Moderat,1
18,Self_Employed,Tier_2,7205828.0,2923339.0,2420644.0,5343983.0,1,0.8,0,tidak_ada,darurat,sedang,3,0.0,0.0992,0.2584,0.7416,0.4993,5,3,3,1,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
35,Student,Tier_2,6810746.0,2591274.0,2025634.0,4616908.0,1,0.82,0,tidak_ada,darurat,sedang,1,0.0,0.0928,0.3221,0.6779,0.513,4,3,1,1,1,0,False,False,False,False,True,False,False,False,True,Moderat,1
58,Student,Tier_2,4467390.0,1787836.0,1359954.0,3147790.0,1,0.59,0,tidak_ada,darurat,sedang,4,0.0,0.0694,0.2954,0.7046,0.4981,3,3,1,1,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
43,Retired,Tier_3,6512805.0,3102488.0,2157019.0,5259507.0,1,0.53,0,tidak_ada,pensiun,sedang,1,0.1466,0.0719,0.1924,0.8076,0.4146,5,2,1,1,1,1,False,False,False,False,True,False,True,False,False,Konservatif,0
61,Self_Employed,Tier_1,2295433.0,1053013.0,750834.0,1803847.0,1,0.5,0,tidak_ada,darurat,sedang,2,0.0,0.065,0.2142,0.7858,0.4763,2,2,1,1,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
22,Retired,Tier_3,10621452.0,3620148.0,3240062.0,6860210.0,1,1.15,1,deposito_obligasi,darurat,tinggi,0,0.1004,0.1242,0.3541,0.6459,0.4918,5,1,4,0,2,0,False,True,False,False,False,False,True,False,False,Konservatif,0
38,Retired,Tier_2,2605050.0,1004130.0,885726.0,1889856.0,1,0.71,0,tidak_ada,darurat,sedang,1,0.0,0.0853,0.2745,0.7255,0.4985,4,2,4,0,1,0,False,False,False,False,True,False,True,False,False,Konservatif,0
52,Student,Tier_1,3562597.0,1592864.0,1131712.0,2724576.0,1,0.59,0,tidak_ada,darurat,sedang,4,0.0,0.0753,0.2352,0.7648,0.4852,5,1,2,1,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
57,Self_Employed,Tier_1,9718069.0,5253127.0,2766346.0,8019473.0,1,0.8,1,deposito,pensiun,sedang,1,0.0586,0.1104,0.1748,0.8252,0.4589,2,3,3,1,1,1,True,False,False,False,False,False,False,True,False,Konservatif,0
45,Professional,Tier_2,15151699.0,4163859.0,5100598.0,9264457.0,1,1.2,1,saham_obligasi,bebas_finansial,sedang,0,0.0,0.1222,0.3886,0.6114,0.5399,3,2,4,1,1,3,False,False,True,False,False,True,False,False,False,Moderat,1
43,Professional,Tier_2,20564477.0,7362645.0,7020852.0,14383497.0,1,2.1,1,saham_obligasi,bebas_finansial,tinggi,1,0.0,0.2445,0.3006,0.6994,0.5607,6,1,3,1,2,3,False,False,True,False,False,True,False,False,False,Agresif,2
49,Retired,Tier_1,13458139.0,5271596.0,4144123.0,9415719.0,1,1.13,1,deposito_obligasi,pensiun,sedang,0,0.0,0.1313,0.3004,0.6996,0.5211,6,2,3,1,1,1,False,True,False,False,False,False,True,False,False,Moderat,1
